Program Version:,EnergyPlus, Version 8.3.0-6d97d074ea, YMD=2018.04.26 10:12
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,PHIPPS_CSL_BUILDING_WINTER ** Pittsburgh Allegheny Co Ap PA USA TMY3 WMO#=725205

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      2928.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,25021.94,8.58,10.39
,Net Site Energy,25021.94,8.58,10.39
,Total Source Energy,79244.50,27.19,32.92
,Net Source Energy,79244.50,27.19,32.92


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,0.300
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil #1,1.050
,Fuel Oil #2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,2914.99
,Net Conditioned Building Area,2407.15
,Unconditioned Building Area,507.84


End Uses

,,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,5353.59,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,4508.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,964.46,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,9456.56,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,988.11,0.00,0.00,0.00,0.00,0.00
,Fans,1994.43,0.00,0.00,0.00,0.00,0.00
,Pumps,1756.80,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,25021.94,0.00,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE,1.53,2.05,885.77,0.000,0.005,0.000,0.000
,2ND%FLOOR%SOUTH:2ND%CONFERENCE%02,0.60,0.80,115.59,0.000,0.005,0.000,0.000
,2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SW,0.18,0.24,103.86,0.000,0.005,0.000,0.000
,2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SMW,0.33,0.45,192.62,0.000,0.005,0.000,0.000
,2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SM,0.24,0.33,141.17,0.000,0.005,0.000,0.000
,2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SE,0.28,0.37,160.36,0.000,0.005,0.000,0.000
,2ND%FLOOR%SOUTH:2ND%CONFERENCE%01,1.26,1.69,243.26,0.000,0.005,0.000,0.000
,2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NMW,0.35,0.46,200.77,0.000,0.005,0.000,0.000
,2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NME,0.26,0.34,147.63,0.000,0.005,0.000,0.000
,2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NW,0.18,0.24,103.96,0.000,0.005,0.000,0.000
,2ND%FLOOR%NORTH:2ND%RESTROOMS,,1.05,241.68,,,,
,2ND%FLOOR%NORTH:2ND%CORRIDOR,,1.72,157.93,,,,
,2ND%FLOOR%NORTH:2ND%SECURE%FILES,,0.17,77.53,,,,
,2ND%FLOOR%NORTH:2ND%CONFERENCE%03,0.36,0.48,106.82,0.000,0.005,0.000,0.000
,2ND%FLOOR%NORTH:2ND%WORK%ROOM,,0.75,117.21,,,,
,2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SME1,0.29,0.38,164.53,0.000,0.005,0.000,0.000
,2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SME,0.43,0.57,246.75,0.000,0.005,0.000,0.000
Values shown for a single zone without multipliers


----------------------------------------------------------------------------------------------------
REPORT:,Object Count Summary
FOR:,Entire Facility
Surfaces by Class

,,Total,Outdoors
,Wall,404,204
,Floor,124,22
,Roof,139,37
,Internal Mass,2,0
,Building Detached Shading,16,16
,Fixed Detached Shading,0,0
,Window,322,296
,Door,139,33
,Glass Door,0,0
,Shading,0,0
,Overhang,0,0
,Fin,0,0
,Tubular Daylighting Device Dome,0,0
,Tubular Daylighting Device Diffuser,0,0


HVAC

,,Count
,HVAC Air Loops,1
,Conditioned Zones,33
,Unconditioned Zones,14
,Supply Plenums,2
,Return Plenums,0


Input Fields

,,Count
,IDF Objects,2516
,Defaulted Fields,111
,Fields with Defaults,7604
,Autosized Fields,53
,Autosizable Fields,81
,Autocalculated Fields,313
,Autocalculatable Fields,2671


----------------------------------------------------------------------------------------------------
REPORT:,Energy Meters
FOR:,Entire Facility
Annual and Peak Values - Electricity

,,Electricity Annual Value [GJ],Electricity Minimum Value [W],Timestamp of Minimum,Electricity Maximum Value [W],Timestamp of Maximum
,Electricity:Facility,90.08,3510.25,28-JUN-06:00,17168.72,26-AUG-14:30
,Electricity:Building,50.27,2580.68,10-JUN-06:00,9983.77,27-SEP-18:00
,Electricity:Zone:1ST%FLOOR:1ST%CONFERENCE,0.41,27.78,03-JUN-02:10,115.41,28-SEP-17:00
,InteriorLights:Electricity,16.23,61.49,07-AUG-08:40,6763.32,28-SEP-18:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%CONFERENCE,0.03,0.00,01-JUN-00:10,74.99,28-SEP-17:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Conference#GeneralLights:InteriorLights:Electricity,0.03,0.00,01-JUN-00:10,74.99,28-SEP-17:00
,Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%NE,2.21,145.25,06-JUN-06:00,346.14,22-AUG-19:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%NE,0.23,0.59,01-JUN-06:10,169.26,22-AUG-19:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NE#GeneralLights:InteriorLights:Electricity,0.23,0.59,01-JUN-06:10,169.26,22-AUG-19:00
,Electricity:Zone:1ST%FLOOR:1ST%LOBBY,1.66,4.14,01-JUN-06:10,1192.16,22-AUG-19:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%LOBBY,1.66,4.14,01-JUN-06:10,1192.16,22-AUG-19:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Lobby#GeneralLights:InteriorLights:Electricity,1.66,4.14,01-JUN-06:10,1192.16,22-AUG-19:00
,Electricity:Zone:1ST%FLOOR:1ST%CLASSROOM,2.83,179.42,03-JUN-02:10,970.55,03-JUN-19:40
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%CLASSROOM,0.34,0.00,01-JUN-00:10,737.45,01-JUN-19:40
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Classroom#GeneralLights:InteriorLights:Electricity,0.34,0.00,01-JUN-00:10,737.45,01-JUN-19:40
,Electricity:Zone:1ST%FLOOR:1ST%VESTIBULE,0.02,0.07,01-JUN-05:00,18.86,22-AUG-19:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%VESTIBULE,0.02,0.07,01-JUN-05:00,18.86,22-AUG-19:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Vestibule#GeneralLights:InteriorLights:Electricity,0.02,0.07,01-JUN-05:00,18.86,22-AUG-19:00
,Electricity:Zone:1ST%FLOOR:1ST%ELECTRICAL%ROOM,0.00,0.00,01-JUN-00:10,0.87,01-JUN-09:10
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%ELECTRICAL%ROOM,0.00,0.00,01-JUN-00:10,0.87,01-JUN-09:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Electrical%Room#GeneralLights:InteriorLights:Electricity,0.00,0.00,01-JUN-00:10,0.87,01-JUN-09:10
,Electricity:Zone:1ST%FLOOR:1ST%RESTROOM,0.83,0.00,01-JUN-00:10,237.85,01-JUN-07:10
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%RESTROOM,0.83,0.00,01-JUN-00:10,237.85,01-JUN-07:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Restroom#GeneralLights:InteriorLights:Electricity,0.83,0.00,01-JUN-00:10,237.85,01-JUN-07:10
,Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%NW,1.46,90.26,10-JUN-06:00,237.92,30-SEP-15:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%NW,0.24,0.36,01-JUN-06:50,104.56,22-AUG-19:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NW#GeneralLights:InteriorLights:Electricity,0.24,0.36,01-JUN-06:50,104.56,22-AUG-19:00
,Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%NM,1.69,111.03,04-JUN-06:00,264.59,22-AUG-19:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%NM,0.17,0.45,01-JUN-06:00,129.38,22-AUG-19:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NM#GeneralLights:InteriorLights:Electricity,0.17,0.45,01-JUN-06:00,129.38,22-AUG-19:00
,Electricity:Zone:1ST%FLOOR:1ST%BREAK%ROOM,2.52,162.22,10-JUN-06:00,426.65,27-SEP-18:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%BREAK%ROOM,0.35,0.79,01-JUN-07:00,227.20,22-AUG-19:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Break%Room#GeneralLights:InteriorLights:Electricity,0.35,0.79,01-JUN-07:00,227.20,22-AUG-19:00
,Electricity:Zone:1ST%FLOOR:1ST%PHONE%BOOTH,0.16,0.00,01-JUN-00:10,43.30,01-JUN-07:10
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%PHONE%BOOTH,0.16,0.00,01-JUN-00:10,43.30,01-JUN-07:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Phone%Booth#GeneralLights:InteriorLights:Electricity,0.16,0.00,01-JUN-00:10,43.30,01-JUN-07:10
,Electricity:Zone:1ST%FLOOR:1ST%VOLUNTEER%AREA,0.97,41.65,16-JUN-08:00,254.13,22-AUG-19:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%VOLUNTEER%AREA,0.43,0.71,18-JUN-09:00,205.65,22-AUG-19:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Volunteer%Area#GeneralLights:InteriorLights:Electricity,0.43,0.71,18-JUN-09:00,205.65,22-AUG-19:00
,Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%SW,1.48,94.74,03-JUN-02:10,234.37,03-JUN-15:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%SW,0.22,0.37,18-JUN-09:00,107.78,22-AUG-19:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SW#GeneralLights:InteriorLights:Electricity,0.22,0.37,18-JUN-09:00,107.78,22-AUG-19:00
,Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%SM,2.32,152.18,14-JUN-06:00,363.52,27-SEP-18:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%SM,0.26,0.61,01-JUN-06:40,175.72,22-AUG-19:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SM#GeneralLights:InteriorLights:Electricity,0.26,0.61,01-JUN-06:40,175.72,22-AUG-19:00
,Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%SE,2.32,152.69,14-JUN-06:00,365.38,27-SEP-18:00
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%SE,0.27,0.61,01-JUN-06:50,175.72,22-AUG-19:00
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SE#GeneralLights:InteriorLights:Electricity,0.27,0.61,01-JUN-06:50,175.72,22-AUG-19:00
,Electricity:Zone:1ST%FLOOR:1ST%MCHNCL%RM%01,0.00,0.00,01-JUN-00:10,1.93,01-JUN-09:10
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%MCHNCL%RM%01,0.00,0.00,01-JUN-00:10,1.93,01-JUN-09:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Mchncl%Rm%01#GeneralLights:InteriorLights:Electricity,0.00,0.00,01-JUN-00:10,1.93,01-JUN-09:10
,Electricity:Zone:1ST%FLOOR:1ST%CORRIDOR,0.21,1.54,01-JUN-00:10,44.43,01-JUN-09:10
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%CORRIDOR,0.21,1.54,01-JUN-00:10,44.43,01-JUN-09:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Corridor#GeneralLights:InteriorLights:Electricity,0.21,1.54,01-JUN-00:10,44.43,01-JUN-09:10
,Electricity:Zone:1ST%FLOOR:1ST%EDCTN%STRG,0.39,0.00,01-JUN-00:10,122.37,01-JUN-08:10
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%EDCTN%STRG,0.39,0.00,01-JUN-00:10,122.37,01-JUN-08:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Edctn%Strg#GeneralLights:InteriorLights:Electricity,0.39,0.00,01-JUN-00:10,122.37,01-JUN-08:10
,Electricity:Zone:1ST%FLOOR:1ST%ELEVATOR%MACHINE,0.00,0.00,01-JUN-00:10,0.18,01-JUN-09:10
,InteriorLights:Electricity:Zone:1ST%FLOOR:1ST%ELEVATOR%MACHINE,0.00,0.00,01-JUN-00:10,0.18,01-JUN-09:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Elevator%Machine#GeneralLights:InteriorLights:Electricity,0.00,0.00,01-JUN-00:10,0.18,01-JUN-09:10
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE,9.16,462.70,03-JUN-02:10,1585.81,03-JUN-15:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE,3.16,11.42,25-JUN-19:10,856.80,22-AUG-19:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NE#GeneralLights:InteriorLights:Electricity,3.16,11.42,25-JUN-19:10,856.80,22-AUG-19:00
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%CONFERENCE%02,0.53,35.53,03-JUN-02:10,158.30,28-SEP-17:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%CONFERENCE%02,0.04,0.00,01-JUN-00:10,106.61,28-SEP-17:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Conference%02#GeneralLights:InteriorLights:Electricity,0.04,0.00,01-JUN-00:10,106.61,28-SEP-17:00
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SW,0.85,52.80,06-JUN-06:50,163.35,22-AUG-19:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SW,0.15,0.35,01-JUN-07:00,100.50,22-AUG-19:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SW#GeneralLights:InteriorLights:Electricity,0.15,0.35,01-JUN-07:00,100.50,22-AUG-19:00
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SMW,1.59,97.70,10-JUN-06:00,302.94,22-AUG-19:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SMW,0.28,0.65,01-JUN-06:50,186.38,22-AUG-19:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SMW#GeneralLights:InteriorLights:Electricity,0.28,0.65,01-JUN-06:50,186.38,22-AUG-19:00
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SM,1.17,71.76,06-JUN-07:00,222.38,27-SEP-18:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SM,0.22,0.47,01-JUN-07:00,136.60,22-AUG-19:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SM#GeneralLights:InteriorLights:Electricity,0.22,0.47,01-JUN-07:00,136.60,22-AUG-19:00
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SE,1.33,81.52,06-JUN-06:50,252.22,22-AUG-19:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SE,0.24,0.54,01-JUN-07:00,155.17,22-AUG-19:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SE#GeneralLights:InteriorLights:Electricity,0.24,0.54,01-JUN-07:00,155.17,22-AUG-19:00
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SME,2.04,125.29,10-JUN-06:00,388.09,22-AUG-19:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SME,0.37,0.83,01-JUN-06:50,238.76,22-AUG-19:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SME#GeneralLights:InteriorLights:Electricity,0.37,0.83,01-JUN-06:50,238.76,22-AUG-19:00
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%CONFERENCE%01,1.12,74.93,03-JUN-02:10,266.21,28-SEP-17:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%CONFERENCE%01,0.08,0.00,01-JUN-00:10,157.20,28-SEP-17:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Conference%01#GeneralLights:InteriorLights:Electricity,0.08,0.00,01-JUN-00:10,157.20,28-SEP-17:00
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%PHONE%BOOTH,0.08,0.00,01-JUN-00:10,20.32,01-JUN-07:10
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%PHONE%BOOTH,0.08,0.00,01-JUN-00:10,20.32,01-JUN-07:10
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Phone%Booth#GeneralLights:InteriorLights:Electricity,0.08,0.00,01-JUN-00:10,20.32,01-JUN-07:10
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NMW,1.76,100.35,10-JUN-06:00,319.84,27-SEP-18:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NMW,0.40,0.67,01-JUN-06:50,194.27,22-AUG-19:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NMW#GeneralLights:InteriorLights:Electricity,0.40,0.67,01-JUN-06:50,194.27,22-AUG-19:00
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NME,1.20,73.57,06-JUN-05:50,232.19,22-AUG-19:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NME,0.20,0.50,01-JUN-06:10,142.85,22-AUG-19:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NME#GeneralLights:InteriorLights:Electricity,0.20,0.50,01-JUN-06:10,142.85,22-AUG-19:00
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NW,0.88,53.87,10-JUN-06:00,164.41,16-SEP-18:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NW,0.17,0.77,19-JUN-09:00,100.60,22-AUG-19:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NW#GeneralLights:InteriorLights:Electricity,0.17,0.77,19-JUN-09:00,100.60,22-AUG-19:00
,Electricity:Zone:2ND%FLOOR%NORTH:2ND%LOBBY,2.74,19.78,01-JUN-00:10,569.56,01-JUN-09:10
,InteriorLights:Electricity:Zone:2ND%FLOOR%NORTH:2ND%LOBBY,2.74,19.78,01-JUN-00:10,569.56,01-JUN-09:10
,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Lobby#GeneralLights:InteriorLights:Electricity,2.74,19.78,01-JUN-00:10,569.56,01-JUN-09:10
,Electricity:Zone:2ND%FLOOR%NORTH:2ND%RESTROOMS,0.75,0.00,01-JUN-00:10,215.83,01-JUN-07:10
,InteriorLights:Electricity:Zone:2ND%FLOOR%NORTH:2ND%RESTROOMS,0.75,0.00,01-JUN-00:10,215.83,01-JUN-07:10
,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Restrooms#GeneralLights:InteriorLights:Electricity,0.75,0.00,01-JUN-00:10,215.83,01-JUN-07:10
,Electricity:Zone:2ND%FLOOR%NORTH:2ND%CORRIDOR,0.41,2.97,01-JUN-00:10,85.44,01-JUN-09:10
,InteriorLights:Electricity:Zone:2ND%FLOOR%NORTH:2ND%CORRIDOR,0.41,2.97,01-JUN-00:10,85.44,01-JUN-09:10
,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Corridor#GeneralLights:InteriorLights:Electricity,0.41,2.97,01-JUN-00:10,85.44,01-JUN-09:10
,Electricity:Zone:2ND%FLOOR%NORTH:2ND%SECURE%FILES,0.21,0.00,01-JUN-00:10,67.73,01-JUN-08:10
,InteriorLights:Electricity:Zone:2ND%FLOOR%NORTH:2ND%SECURE%FILES,0.21,0.00,01-JUN-00:10,67.73,01-JUN-08:10
,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Secure%Files#GeneralLights:InteriorLights:Electricity,0.21,0.00,01-JUN-00:10,67.73,01-JUN-08:10
,Electricity:Zone:2ND%FLOOR%NORTH:2ND%CONFERENCE%03,0.65,34.07,03-JUN-02:10,133.02,03-JUN-14:10
,InteriorLights:Electricity:Zone:2ND%FLOOR%NORTH:2ND%CONFERENCE%03,0.18,0.00,01-JUN-00:10,69.62,01-JUN-09:10
,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Conference%03#GeneralLights:InteriorLights:Electricity,0.18,0.00,01-JUN-00:10,69.62,01-JUN-09:10
,Electricity:Zone:2ND%FLOOR%NORTH:2ND%WORK%ROOM,0.97,37.00,03-JUN-02:10,166.88,03-JUN-14:10
,InteriorLights:Electricity:Zone:2ND%FLOOR%NORTH:2ND%WORK%ROOM,0.50,3.64,01-JUN-00:10,104.81,01-JUN-09:10
,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Work%Room#GeneralLights:InteriorLights:Electricity,0.50,3.64,01-JUN-00:10,104.81,01-JUN-09:10
,Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SME1,1.36,83.64,06-JUN-06:40,258.77,22-AUG-19:00
,InteriorLights:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%SME1,0.25,0.55,01-JUN-07:00,159.20,22-AUG-19:00
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SME1#GeneralLights:InteriorLights:Electricity,0.25,0.55,01-JUN-07:00,159.20,22-AUG-19:00
,InteriorEquipment:Electricity,34.04,2456.76,03-JUN-02:10,4571.18,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:1ST%FLOOR:1ST%CONFERENCE,0.38,27.78,03-JUN-02:10,51.69,03-JUN-14:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Conference#05:InteriorEquipment:Electricity,0.38,27.78,03-JUN-02:10,51.69,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%NE,1.98,142.90,03-JUN-02:10,265.90,03-JUN-14:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NE#05:InteriorEquipment:Electricity,1.98,142.90,03-JUN-02:10,265.90,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:1ST%FLOOR:1ST%CLASSROOM,2.49,179.42,03-JUN-02:10,333.84,03-JUN-14:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Classroom#05:InteriorEquipment:Electricity,2.49,179.42,03-JUN-02:10,333.84,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%NW,1.22,88.28,03-JUN-02:10,164.26,03-JUN-14:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NW#05:InteriorEquipment:Electricity,1.22,88.28,03-JUN-02:10,164.26,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%NM,1.51,109.24,03-JUN-02:10,203.25,03-JUN-14:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NM#05:InteriorEquipment:Electricity,1.51,109.24,03-JUN-02:10,203.25,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:1ST%FLOOR:1ST%BREAK%ROOM,2.17,156.74,03-JUN-02:10,291.64,03-JUN-14:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Break%Room#05:InteriorEquipment:Electricity,2.17,156.74,03-JUN-02:10,291.64,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:1ST%FLOOR:1ST%VOLUNTEER%AREA,0.54,39.18,03-JUN-02:10,72.89,03-JUN-14:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Volunteer%Area#05:InteriorEquipment:Electricity,0.54,39.18,03-JUN-02:10,72.89,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%SW,1.26,90.99,03-JUN-02:10,169.31,03-JUN-14:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SW#05:InteriorEquipment:Electricity,1.26,90.99,03-JUN-02:10,169.31,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%SM,2.06,148.35,03-JUN-02:10,276.03,03-JUN-14:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SM#05:InteriorEquipment:Electricity,2.06,148.35,03-JUN-02:10,276.03,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:1ST%FLOOR:1ST%RESEARCH%OPEN%SE,2.06,148.35,03-JUN-02:10,276.03,03-JUN-14:10
,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SE#05:InteriorEquipment:Electricity,2.06,148.35,03-JUN-02:10,276.03,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE,6.00,432.95,03-JUN-02:10,805.58,03-JUN-14:10
,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NE#05:InteriorEquipment:Electricity,6.00,432.95,03-JUN-02:10,805.58,03-JUN-14:10
,InteriorEquipment:Electricity:Zone:2ND%FLOOR%SOUTH:2ND%CONFERENCE%02,0.49,35.53,03-JUN-02:10,66.10,03-JUN-14:10
